kernel line : count latency dram_traffic smem_bk_conflicts smem_warp gmem_access_generated gmem_warp exposed_latency warp_divergence
mlx_attention_proxy.1.sm_70.ptx 777 : 256 1280 0 0 0 0 0 0 0 
mlx_attention_proxy.1.sm_70.ptx 770 : 256 11264 0 0 0 0 0 0 0 
mlx_attention_proxy.1.sm_70.ptx 748 : 256 1280 0 0 0 0 0 0 0 
mlx_attention_proxy.1.sm_70.ptx 747 : 256 1536 0 0 0 0 0 0 0 
mlx_attention_proxy.1.sm_70.ptx 744 : 262144 1309440 0 0 0 0 0 0 0 
mlx_attention_proxy.1.sm_70.ptx 743 : 262144 1572864 0 0 0 0 0 0 0 
mlx_attention_proxy.1.sm_70.ptx 742 : 262144 3145728 0 0 0 0 0 0 0 
mlx_attention_proxy.1.sm_70.ptx 741 : 262144 2883584 0 0 0 0 0 0 0 
mlx_attention_proxy.1.sm_70.ptx 740 : 262144 2621440 0 0 0 0 0 0 0 
mlx_attention_proxy.1.sm_70.ptx 739 : 262144 2359296 0 0 0 0 0 0 0 
mlx_attention_proxy.1.sm_70.ptx 738 : 262144 2621440 0 0 0 0 0 0 0 
mlx_attention_proxy.1.sm_70.ptx 737 : 262144 26124000 0 0 0 8192 8192 0 0 
mlx_attention_proxy.1.sm_70.ptx 736 : 262144 26080032 0 0 0 262144 8192 0 0 
mlx_attention_proxy.1.sm_70.ptx 735 : 262144 2621440 0 0 0 0 0 0 0 
mlx_attention_proxy.1.sm_70.ptx 734 : 262144 26631392 0 0 0 8192 8192 0 0 
mlx_attention_proxy.1.sm_70.ptx 733 : 262144 26556416 0 0 0 262144 8192 0 0 
mlx_attention_proxy.1.sm_70.ptx 732 : 262144 2621440 0 0 0 0 0 0 0 
mlx_attention_proxy.1.sm_70.ptx 731 : 262144 24187904 0 0 0 8192 8192 0 0 
mlx_attention_proxy.1.sm_70.ptx 730 : 262144 24074144 0 0 0 262144 8192 0 0 
mlx_attention_proxy.1.sm_70.ptx 729 : 262144 2621440 0 0 0 0 0 0 0 
mlx_attention_proxy.1.sm_70.ptx 728 : 262144 29976832 16384 0 0 8192 8192 0 0 
mlx_attention_proxy.1.sm_70.ptx 727 : 262144 53214976 2506752 0 0 262144 8192 0 0 
mlx_attention_proxy.1.sm_70.ptx 705 : 256 1536 0 0 0 0 0 0 0 
mlx_attention_proxy.1.sm_70.ptx 704 : 256 2560 0 0 0 0 0 0 0 
mlx_attention_proxy.1.sm_70.ptx 703 : 256 1536 0 0 0 0 0 0 0 
mlx_attention_proxy.1.sm_70.ptx 702 : 256 1536 0 0 0 0 0 0 0 
mlx_attention_proxy.1.sm_70.ptx 701 : 256 1536 0 0 0 0 0 0 0 
mlx_attention_proxy.1.sm_70.ptx 700 : 256 2944 0 0 0 0 0 0 0 
mlx_attention_proxy.1.sm_70.ptx 699 : 256 3008 0 0 0 0 0 0 0 
mlx_attention_proxy.1.sm_70.ptx 698 : 256 3136 0 0 0 0 0 0 0 
mlx_attention_proxy.1.sm_70.ptx 697 : 256 3136 0 0 0 0 0 0 0 
mlx_attention_proxy.1.sm_70.ptx 696 : 256 3648 0 0 0 0 0 0 0 
mlx_attention_proxy.1.sm_70.ptx 695 : 256 4032 0 0 0 0 0 0 0 
mlx_attention_proxy.1.sm_70.ptx 724 : 256 1792 0 0 0 0 0 0 0 
mlx_attention_proxy.1.sm_70.ptx 694 : 256 1728 0 0 0 0 0 0 0 
mlx_attention_proxy.1.sm_70.ptx 723 : 256 2304 0 0 0 0 0 0 0 
mlx_attention_proxy.1.sm_70.ptx 693 : 256 1216 0 0 0 0 0 0 0 
mlx_attention_proxy.1.sm_70.ptx 722 : 256 2304 0 0 0 0 0 0 0 
mlx_attention_proxy.1.sm_70.ptx 706 : 256 0 0 0 0 0 0 0 0 
mlx_attention_proxy.1.sm_70.ptx 708 : 256 1536 0 0 0 0 0 0 0 
mlx_attention_proxy.1.sm_70.ptx 768 : 256 1536 0 0 0 0 0 0 0 
mlx_attention_proxy.1.sm_70.ptx 709 : 256 1536 0 0 0 0 0 0 0 
mlx_attention_proxy.1.sm_70.ptx 769 : 256 28928 32 0 0 8 8 0 0 
mlx_attention_proxy.1.sm_70.ptx 710 : 256 0 0 0 0 0 0 0 0 
mlx_attention_proxy.1.sm_70.ptx 771 : 256 1536 0 0 0 0 0 0 0 
mlx_attention_proxy.1.sm_70.ptx 712 : 256 2304 0 0 0 0 0 0 0 
mlx_attention_proxy.1.sm_70.ptx 772 : 256 2304 0 0 0 0 0 0 0 
mlx_attention_proxy.1.sm_70.ptx 713 : 256 1792 0 0 0 0 0 0 0 
mlx_attention_proxy.1.sm_70.ptx 773 : 256 2304 0 0 0 0 0 0 0 
mlx_attention_proxy.1.sm_70.ptx 714 : 256 1536 0 0 0 0 0 0 0 
mlx_attention_proxy.1.sm_70.ptx 774 : 256 4608 0 0 0 32 8 0 0 
mlx_attention_proxy.1.sm_70.ptx 715 : 256 1536 0 0 0 0 0 0 0 
mlx_attention_proxy.1.sm_70.ptx 716 : 256 1536 0 0 0 0 0 0 0 
mlx_attention_proxy.1.sm_70.ptx 717 : 256 0 0 0 0 0 0 0 0 
mlx_attention_proxy.1.sm_70.ptx 719 : 256 2304 0 0 0 0 0 0 0 
mlx_attention_proxy.1.sm_70.ptx 720 : 256 2560 0 0 0 0 0 0 0 
mlx_attention_proxy.1.sm_70.ptx 721 : 256 2304 0 0 0 0 0 0 0 
